# This text file represents an airfoil's polar(s) (coefficients) that can be imported into Ashes.
# One or more polars can be imported. Each polar is given for a particular Reynolds number (Re).
# Thus, polars for more than one Reynolds numbers can be given in this file.

# Formatting rules (conventions): 
#  - the keyword 'Airfoil name' must be found in the file and the airfoil name must be given 
# on the line immediately after the line with (only) the keyword (except for comment lines).
#  - the airfoil database cannot already have an airfoil with this name (the comparison is made not considering case nor whitespace).
#  - if the name is already found in the airfoil database, an error message will be given and the file is not imported.
#  - the keyword 'Re and corresponding polar' must preceed each Reynolds number and corresponding polar data set.
#  - the first (non-comment) line after the keyword must contain only the Reynolds number.
#  - each preceding line must contain (and in this order) the angle of attack (AoA) in degrees, the lift coefficient,
# the drag coefficient, and finally the moment coefficient.
#  - the moment coefficient is referenced to the quarter chord point (as per convention).
#  - the angle of attack (AoA) must be strictly increasing.
#  - the coefficients cannot be negative and must be smaller than 5 (in order to catch typos).
#  - blank lines between the keyword and the data is NOT allowed nor are blank lines within the 'block of data.
#  - a polar for a Reynolds number can only be given once.
#  - if the Reynolds number corresponding to a polar is unknown, 0 or a negative number is given.
#  - if there is a polar with an unknown Reynolds number, then there can be no other polar in the file.

Airfoil name
NREL's S808 Airfoil

Re and corresponding polar
# Reynolds number (-)
1.000E+03
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
    -6.60 	  -0.475 	  0.0154 	 -0.0843
    -6.40 	  -0.440 	  0.0152 	 -0.0867
    -6.20 	  -0.404 	  0.0149 	 -0.0893
    -6.00 	  -0.368 	  0.0147 	 -0.0918
    -5.80 	  -0.335 	  0.0145 	 -0.0939
    -5.60 	  -0.304 	  0.0143 	 -0.0956
    -5.40 	  -0.276 	  0.0142 	 -0.0967
    -5.20 	  -0.251 	  0.0140 	 -0.0971
    -5.00 	  -0.227 	  0.0140 	 -0.0973
    -4.80 	  -0.204 	  0.0139 	 -0.0974
    -4.60 	  -0.181 	  0.0139 	 -0.0974
    -4.40 	  -0.159 	  0.0138 	 -0.0973
    -4.20 	  -0.137 	  0.0138 	 -0.0973
    -4.00 	  -0.115 	  0.0137 	 -0.0972
    -3.80 	  -0.093 	  0.0137 	 -0.0971
    -3.60 	  -0.071 	  0.0137 	 -0.0970
    -3.40 	  -0.049 	  0.0136 	 -0.0968
    -3.20 	  -0.027 	  0.0136 	 -0.0967
    -3.00 	  -0.005 	  0.0135 	 -0.0965
    -2.80 	   0.017 	  0.0135 	 -0.0964
    -2.60 	   0.039 	  0.0135 	 -0.0963
    -2.40 	   0.061 	  0.0135 	 -0.0962
    -2.20 	   0.083 	  0.0135 	 -0.0960
    -2.00 	   0.105 	  0.0135 	 -0.0960
    -1.80 	   0.127 	  0.0135 	 -0.0958
    -1.60 	   0.149 	  0.0135 	 -0.0957
    -1.40 	   0.171 	  0.0135 	 -0.0956
    -1.20 	   0.194 	  0.0135 	 -0.0955
    -1.00 	   0.216 	  0.0135 	 -0.0954
    -0.80 	   0.238 	  0.0135 	 -0.0953
    -0.60 	   0.260 	  0.0136 	 -0.0952
    -0.40 	   0.282 	  0.0136 	 -0.0950
    -0.20 	   0.304 	  0.0136 	 -0.0950
    -0.00 	   0.327 	  0.0136 	 -0.0948
     0.20 	   0.348 	  0.0137 	 -0.0947
     0.40 	   0.371 	  0.0137 	 -0.0946
     0.60 	   0.393 	  0.0137 	 -0.0944
     0.80 	   0.415 	  0.0138 	 -0.0943
     1.00 	   0.437 	  0.0138 	 -0.0942
     1.10 	   0.448 	  0.0139 	 -0.0940
     1.40 	   0.481 	  0.0139 	 -0.0938
     1.60 	   0.502 	  0.0140 	 -0.0936
     1.80 	   0.524 	  0.0141 	 -0.0934
     2.00 	   0.546 	  0.0141 	 -0.0933
     2.20 	   0.568 	  0.0142 	 -0.0931
     2.40 	   0.589 	  0.0143 	 -0.0928
     2.60 	   0.611 	  0.0144 	 -0.0927
     2.80 	   0.632 	  0.0145 	 -0.0924
     3.00 	   0.654 	  0.0146 	 -0.0921
     3.20 	   0.675 	  0.0147 	 -0.0919
     3.40 	   0.696 	  0.0148 	 -0.0916
     3.60 	   0.717 	  0.0149 	 -0.0913
     3.80 	   0.739 	  0.0150 	 -0.0910
     4.00 	   0.759 	  0.0151 	 -0.0907
     4.20 	   0.780 	  0.0153 	 -0.0902
     4.40 	   0.801 	  0.0154 	 -0.0900
     4.60 	   0.821 	  0.0155 	 -0.0896
     4.70 	   0.831 	  0.0156 	 -0.0893
     5.00 	   0.862 	  0.0158 	 -0.0887
     5.20 	   0.882 	  0.0160 	 -0.0883
     5.40 	   0.901 	  0.0161 	 -0.0877
     5.60 	   0.921 	  0.0163 	 -0.0872
     5.80 	   0.941 	  0.0164 	 -0.0867
     6.00 	   0.960 	  0.0166 	 -0.0861
     6.20 	   0.979 	  0.0168 	 -0.0854
     6.40 	   0.998 	  0.0170 	 -0.0848
     6.60 	   1.017 	  0.0172 	 -0.0841
     6.80 	   1.034 	  0.0174 	 -0.0832
     7.00 	   1.052 	  0.0176 	 -0.0825
     7.20 	   1.070 	  0.0178 	 -0.0816
     7.40 	   1.086 	  0.0180 	 -0.0805
     7.60 	   1.101 	  0.0183 	 -0.0792
     7.80 	   1.118 	  0.0185 	 -0.0783
     8.00 	   1.134 	  0.0187 	 -0.0773
     8.20 	   1.148 	  0.0191 	 -0.0760
     8.40 	   1.163 	  0.0194 	 -0.0748
     8.60 	   1.179 	  0.0196 	 -0.0738
     8.80 	   1.194 	  0.0199 	 -0.0727
     9.00 	   1.208 	  0.0203 	 -0.0713
     9.20 	   1.222 	  0.0206 	 -0.0701
     9.40 	   1.237 	  0.0210 	 -0.0690
     9.60 	   1.250 	  0.0214 	 -0.0678
     9.80 	   1.262 	  0.0218 	 -0.0663
    10.00 	   1.275 	  0.0222 	 -0.0651
    10.20 	   1.288 	  0.0226 	 -0.0639
    10.40 	   1.300 	  0.0231 	 -0.0625
    10.60 	   1.310 	  0.0237 	 -0.0611
    10.80 	   1.321 	  0.0242 	 -0.0598
    11.00 	   1.333 	  0.0247 	 -0.0586
    11.20 	   1.343 	  0.0253 	 -0.0573
    11.40 	   1.352 	  0.0260 	 -0.0558
    11.60 	   1.361 	  0.0267 	 -0.0545
    11.80 	   1.371 	  0.0273 	 -0.0534
    12.00 	   1.380 	  0.0281 	 -0.0522
    12.20 	   1.387 	  0.0290 	 -0.0508
    12.40 	   1.392 	  0.0300 	 -0.0495
    12.60 	   1.401 	  0.0308 	 -0.0486
    12.80 	   1.408 	  0.0317 	 -0.0475
    13.00 	   1.413 	  0.0328 	 -0.0463
    13.20 	   1.416 	  0.0340 	 -0.0450
    13.40 	   1.416 	  0.0352 	 -0.0434
    13.60 	   1.416 	  0.0360 	 -0.0414
    13.80 	   1.422 	  0.0374 	 -0.0410
    14.00 	   1.426 	  0.0389 	 -0.0405
    14.20 	   1.428 	  0.0407 	 -0.0402
    14.40 	   1.431 	  0.0424 	 -0.0399
    14.60 	   1.437 	  0.0440 	 -0.0397
    14.80 	   1.440 	  0.0459 	 -0.0396
    15.00 	   1.441 	  0.0479 	 -0.0396
    15.20 	   1.440 	  0.0502 	 -0.0397
    15.40 	   1.442 	  0.0524 	 -0.0399
    15.60 	   1.444 	  0.0544 	 -0.0401
    15.80 	   1.445 	  0.0568 	 -0.0405
    16.00 	   1.445 	  0.0593 	 -0.0409
    16.20 	   1.442 	  0.0621 	 -0.0416
    16.40 	   1.441 	  0.0648 	 -0.0422
    16.60 	   1.442 	  0.0673 	 -0.0428
    16.80 	   1.441 	  0.0701 	 -0.0436
    17.00 	   1.439 	  0.0731 	 -0.0445
    17.20 	   1.436 	  0.0764 	 -0.0456
    17.40 	   1.432 	  0.0797 	 -0.0468
    17.60 	   1.432 	  0.0825 	 -0.0478
    17.80 	   1.430 	  0.0858 	 -0.0490
    18.00 	   1.427 	  0.0891 	 -0.0503
    18.20 	   1.423 	  0.0926 	 -0.0518
    18.40 	   1.419 	  0.0963 	 -0.0533
    18.60 	   1.417 	  0.0995 	 -0.0547
    18.80 	   1.415 	  0.1029 	 -0.0563
    19.00 	   1.413 	  0.1065 	 -0.0579
    19.20 	   1.409 	  0.1101 	 -0.0597
    19.40 	   1.405 	  0.1137 	 -0.0615
    19.60 	   1.403 	  0.1172 	 -0.0632
    19.80 	   1.401 	  0.1207 	 -0.0650
    20.00 	   1.398 	  0.1242 	 -0.0669
    20.20 	   1.395 	  0.1278 	 -0.0689
    20.40 	   1.393 	  0.1313 	 -0.0708
    20.60 	   1.391 	  0.1346 	 -0.0727
    20.80 	   1.389 	  0.1381 	 -0.0748
    21.00 	   1.386 	  0.1418 	 -0.0770
    21.20 	   1.383 	  0.1453 	 -0.0792
    21.40 	   1.382 	  0.1486 	 -0.0813
    21.60 	   1.381 	  0.1517 	 -0.0833
    21.80 	   1.379 	  0.1551 	 -0.0854
    22.00 	   1.375 	  0.1589 	 -0.0880
    22.20 	   1.371 	  0.1626 	 -0.0905
    22.40 	   1.370 	  0.1658 	 -0.0927
    22.60 	   1.371 	  0.1687 	 -0.0948
    22.80 	   1.370 	  0.1718 	 -0.0969
    23.00 	   1.364 	  0.1759 	 -0.0999
    23.20 	   1.359 	  0.1799 	 -0.1028
    23.40 	   1.358 	  0.1831 	 -0.1052

Re and corresponding polar
# Reynolds number (-)
3.500E+05
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -20.00 	  -0.868 	  0.1302 	 -0.0381
   -19.80 	  -0.869 	  0.1275 	 -0.0391
   -19.60 	  -0.872 	  0.1246 	 -0.0403
   -19.40 	  -0.874 	  0.1218 	 -0.0414
   -19.20 	  -0.876 	  0.1191 	 -0.0424
   -19.00 	  -0.880 	  0.1160 	 -0.0436
   -18.80 	  -0.883 	  0.1132 	 -0.0446
   -18.60 	  -0.889 	  0.1100 	 -0.0457
   -18.40 	  -0.892 	  0.1071 	 -0.0467
   -18.20 	  -0.899 	  0.1038 	 -0.0479
   -18.00 	  -0.905 	  0.1008 	 -0.0489
   -17.80 	  -0.912 	  0.0975 	 -0.0499
   -17.60 	  -0.921 	  0.0941 	 -0.0511
   -17.40 	  -0.928 	  0.0909 	 -0.0521
   -17.20 	  -0.939 	  0.0872 	 -0.0533
   -17.00 	  -0.949 	  0.0838 	 -0.0543
   -16.80 	  -0.964 	  0.0798 	 -0.0556
   -16.60 	  -0.975 	  0.0764 	 -0.0566
   -16.40 	  -0.992 	  0.0723 	 -0.0578
   -16.20 	  -1.005 	  0.0687 	 -0.0588
   -16.00 	  -1.022 	  0.0648 	 -0.0598
   -15.80 	  -1.038 	  0.0611 	 -0.0607
   -15.60 	  -1.054 	  0.0575 	 -0.0615
   -15.40 	  -1.068 	  0.0542 	 -0.0621
   -15.20 	  -1.085 	  0.0508 	 -0.0627
   -15.00 	  -1.099 	  0.0477 	 -0.0630
   -14.80 	  -1.110 	  0.0450 	 -0.0631
   -14.60 	  -1.125 	  0.0422 	 -0.0630
   -14.40 	  -1.140 	  0.0396 	 -0.0627
   -14.20 	  -1.151 	  0.0373 	 -0.0622
   -14.00 	  -1.159 	  0.0353 	 -0.0615
   -13.80 	  -1.171 	  0.0332 	 -0.0606
   -13.60 	  -1.183 	  0.0312 	 -0.0595
   -13.40 	  -1.194 	  0.0294 	 -0.0581
   -13.20 	  -1.204 	  0.0278 	 -0.0565
   -13.00 	  -1.215 	  0.0265 	 -0.0545
   -12.80 	  -1.213 	  0.0250 	 -0.0549
   -12.60 	  -1.199 	  0.0236 	 -0.0575
   -12.40 	  -1.177 	  0.0225 	 -0.0607
   -12.20 	  -1.151 	  0.0216 	 -0.0639
   -12.00 	  -1.133 	  0.0209 	 -0.0649
   -11.80 	  -1.109 	  0.0204 	 -0.0663
   -11.60 	  -1.084 	  0.0199 	 -0.0680
   -11.40 	  -1.057 	  0.0195 	 -0.0699
   -11.20 	  -1.028 	  0.0191 	 -0.0719
   -11.00 	  -1.007 	  0.0188 	 -0.0724
   -10.80 	  -0.985 	  0.0185 	 -0.0729
   -10.60 	  -0.960 	  0.0182 	 -0.0740
   -10.40 	  -0.932 	  0.0179 	 -0.0755
   -10.20 	  -0.904 	  0.0175 	 -0.0771
   -10.00 	  -0.874 	  0.0172 	 -0.0788
    -9.80 	  -0.860 	  0.0169 	 -0.0777
    -9.60 	  -0.834 	  0.0166 	 -0.0785
    -9.40 	  -0.807 	  0.0163 	 -0.0798
    -9.20 	  -0.777 	  0.0161 	 -0.0814
    -9.00 	  -0.758 	  0.0158 	 -0.0809
    -8.80 	  -0.736 	  0.0156 	 -0.0812
    -8.60 	  -0.708 	  0.0153 	 -0.0823
    -8.40 	  -0.683 	  0.0150 	 -0.0829
    -8.20 	  -0.666 	  0.0148 	 -0.0821
    -8.10 	  -0.653 	  0.0147 	 -0.0825
    -7.80 	  -0.620 	  0.0143 	 -0.0826
    -7.60 	  -0.591 	  0.0140 	 -0.0837
    -7.40 	  -0.563 	  0.0138 	 -0.0849
    -7.20 	  -0.531 	  0.0135 	 -0.0868
    -7.00 	  -0.493 	  0.0133 	 -0.0898
    -6.80 	  -0.458 	  0.0131 	 -0.0923
    -6.60 	  -0.422 	  0.0129 	 -0.0950
    -6.40 	  -0.389 	  0.0127 	 -0.0969
    -6.20 	  -0.361 	  0.0126 	 -0.0980
    -6.00 	  -0.336 	  0.0125 	 -0.0985
    -5.80 	  -0.313 	  0.0124 	 -0.0987
    -5.60 	  -0.290 	  0.0123 	 -0.0987
    -5.40 	  -0.268 	  0.0123 	 -0.0986
    -5.20 	  -0.246 	  0.0123 	 -0.0985
    -5.00 	  -0.224 	  0.0122 	 -0.0983
    -4.80 	  -0.202 	  0.0122 	 -0.0982
    -4.60 	  -0.180 	  0.0122 	 -0.0981
    -4.40 	  -0.158 	  0.0122 	 -0.0979
    -4.20 	  -0.136 	  0.0121 	 -0.0978
    -4.10 	  -0.126 	  0.0121 	 -0.0978
    -3.80 	  -0.092 	  0.0120 	 -0.0976
    -3.60 	  -0.071 	  0.0120 	 -0.0975
    -3.40 	  -0.048 	  0.0120 	 -0.0974
    -3.20 	  -0.026 	  0.0120 	 -0.0973
    -3.00 	  -0.004 	  0.0120 	 -0.0973
    -2.80 	   0.018 	  0.0120 	 -0.0971
    -2.60 	   0.041 	  0.0120 	 -0.0971
    -2.40 	   0.063 	  0.0120 	 -0.0970
    -2.20 	   0.086 	  0.0120 	 -0.0970
    -2.00 	   0.108 	  0.0120 	 -0.0969
    -1.80 	   0.131 	  0.0120 	 -0.0969
    -1.60 	   0.153 	  0.0120 	 -0.0968
    -1.40 	   0.175 	  0.0120 	 -0.0967
    -1.20 	   0.198 	  0.0120 	 -0.0967
    -1.00 	   0.220 	  0.0121 	 -0.0965
    -0.80 	   0.243 	  0.0121 	 -0.0965
    -0.60 	   0.265 	  0.0121 	 -0.0964
    -0.40 	   0.288 	  0.0121 	 -0.0964
    -0.20 	   0.310 	  0.0121 	 -0.0963
    -0.00 	   0.332 	  0.0122 	 -0.0962
     0.20 	   0.355 	  0.0122 	 -0.0962
     0.40 	   0.377 	  0.0123 	 -0.0961
     0.60 	   0.399 	  0.0123 	 -0.0959
     0.80 	   0.422 	  0.0123 	 -0.0959
     1.00 	   0.444 	  0.0124 	 -0.0958
     1.20 	   0.466 	  0.0124 	 -0.0957
     1.40 	   0.489 	  0.0125 	 -0.0956
     1.60 	   0.510 	  0.0126 	 -0.0954
     1.80 	   0.533 	  0.0126 	 -0.0953
     2.00 	   0.555 	  0.0127 	 -0.0951
     2.20 	   0.576 	  0.0128 	 -0.0949
     2.40 	   0.599 	  0.0128 	 -0.0948
     2.60 	   0.621 	  0.0129 	 -0.0946
     2.80 	   0.642 	  0.0130 	 -0.0943
     3.00 	   0.664 	  0.0131 	 -0.0942
     3.20 	   0.686 	  0.0132 	 -0.0940
     3.40 	   0.707 	  0.0133 	 -0.0937
     3.60 	   0.728 	  0.0134 	 -0.0935
     3.80 	   0.750 	  0.0135 	 -0.0932
     4.00 	   0.771 	  0.0136 	 -0.0929
     4.20 	   0.792 	  0.0138 	 -0.0925
     4.40 	   0.813 	  0.0138 	 -0.0923
     4.60 	   0.834 	  0.0140 	 -0.0919
     4.80 	   0.854 	  0.0141 	 -0.0915
     5.00 	   0.875 	  0.0143 	 -0.0912
     5.20 	   0.895 	  0.0144 	 -0.0907
     5.40 	   0.915 	  0.0146 	 -0.0902
     5.60 	   0.935 	  0.0147 	 -0.0898
     5.80 	   0.956 	  0.0149 	 -0.0893
     6.00 	   0.975 	  0.0150 	 -0.0887
     6.20 	   0.994 	  0.0152 	 -0.0881
     6.40 	   1.014 	  0.0154 	 -0.0876
     6.60 	   1.032 	  0.0155 	 -0.0869
     6.80 	   1.050 	  0.0158 	 -0.0860
     7.00 	   1.068 	  0.0159 	 -0.0853
     7.20 	   1.086 	  0.0161 	 -0.0844
     7.40 	   1.103 	  0.0163 	 -0.0833
     7.60 	   1.118 	  0.0166 	 -0.0821
     7.80 	   1.136 	  0.0167 	 -0.0813
     8.00 	   1.152 	  0.0170 	 -0.0803
     8.20 	   1.167 	  0.0173 	 -0.0791
     8.40 	   1.183 	  0.0175 	 -0.0780
     8.60 	   1.200 	  0.0178 	 -0.0770
     8.80 	   1.215 	  0.0181 	 -0.0759
     9.00 	   1.229 	  0.0184 	 -0.0746
     9.20 	   1.244 	  0.0187 	 -0.0735
     9.40 	   1.260 	  0.0190 	 -0.0724
     9.60 	   1.274 	  0.0194 	 -0.0712
     9.80 	   1.286 	  0.0198 	 -0.0698
    10.00 	   1.300 	  0.0201 	 -0.0686
    10.20 	   1.314 	  0.0205 	 -0.0675
    10.40 	   1.327 	  0.0209 	 -0.0662
    10.60 	   1.337 	  0.0215 	 -0.0647
    10.80 	   1.350 	  0.0219 	 -0.0635
    11.00 	   1.363 	  0.0224 	 -0.0623
    11.20 	   1.374 	  0.0229 	 -0.0610
    11.40 	   1.383 	  0.0236 	 -0.0595
    11.60 	   1.393 	  0.0242 	 -0.0582
    11.80 	   1.404 	  0.0248 	 -0.0570
    12.00 	   1.413 	  0.0255 	 -0.0558
    12.20 	   1.421 	  0.0262 	 -0.0544
    12.40 	   1.427 	  0.0272 	 -0.0531
    12.60 	   1.437 	  0.0279 	 -0.0520
    12.80 	   1.445 	  0.0288 	 -0.0510
    13.00 	   1.451 	  0.0298 	 -0.0498
    13.20 	   1.456 	  0.0310 	 -0.0487
    13.40 	   1.462 	  0.0321 	 -0.0477
    13.60 	   1.468 	  0.0331 	 -0.0468
    13.80 	   1.472 	  0.0343 	 -0.0458
    14.00 	   1.472 	  0.0356 	 -0.0441
    14.20 	   1.469 	  0.0370 	 -0.0427
    14.40 	   1.474 	  0.0385 	 -0.0422
    14.60 	   1.479 	  0.0401 	 -0.0419
    14.80 	   1.482 	  0.0418 	 -0.0417
    15.00 	   1.484 	  0.0438 	 -0.0415
    15.20 	   1.483 	  0.0461 	 -0.0415
    15.40 	   1.486 	  0.0480 	 -0.0415
    15.60 	   1.488 	  0.0500 	 -0.0416
    15.80 	   1.489 	  0.0523 	 -0.0418
    16.00 	   1.488 	  0.0548 	 -0.0421
    16.20 	   1.485 	  0.0576 	 -0.0426
    16.40 	   1.484 	  0.0602 	 -0.0431
    16.60 	   1.485 	  0.0627 	 -0.0436
    16.80 	   1.484 	  0.0654 	 -0.0442
    17.00 	   1.481 	  0.0684 	 -0.0451
    17.20 	   1.477 	  0.0718 	 -0.0461
    17.40 	   1.473 	  0.0750 	 -0.0471
    17.60 	   1.473 	  0.0779 	 -0.0481
    17.80 	   1.471 	  0.0810 	 -0.0491
    18.00 	   1.468 	  0.0843 	 -0.0504
    18.20 	   1.462 	  0.0881 	 -0.0518
    18.40 	   1.457 	  0.0919 	 -0.0534
    18.60 	   1.455 	  0.0952 	 -0.0547
    18.80 	   1.453 	  0.0985 	 -0.0561
    19.00 	   1.450 	  0.1020 	 -0.0577
    19.20 	   1.446 	  0.1057 	 -0.0593
    19.40 	   1.441 	  0.1096 	 -0.0612
    19.60 	   1.436 	  0.1134 	 -0.0630
    19.80 	   1.435 	  0.1166 	 -0.0646
    20.00 	   1.433 	  0.1201 	 -0.0663
    20.20 	   1.430 	  0.1237 	 -0.0683
    20.40 	   1.427 	  0.1273 	 -0.0702
    20.60 	   1.421 	  0.1313 	 -0.0724
    20.80 	   1.421 	  0.1344 	 -0.0742
    21.00 	   1.419 	  0.1378 	 -0.0761
    21.20 	   1.417 	  0.1412 	 -0.0781
    21.40 	   1.415 	  0.1446 	 -0.0802
    21.60 	   1.411 	  0.1483 	 -0.0825
    21.80 	   1.410 	  0.1516 	 -0.0845
    22.00 	   1.409 	  0.1547 	 -0.0865
    22.20 	   1.407 	  0.1581 	 -0.0888
    22.40 	   1.406 	  0.1614 	 -0.0909
    22.60 	   1.403 	  0.1648 	 -0.0932
    22.80 	   1.401 	  0.1681 	 -0.0955
    23.00 	   1.401 	  0.1711 	 -0.0976
    23.20 	   1.399 	  0.1744 	 -0.1000
    23.40 	   1.397 	  0.1778 	 -0.1024
    23.60 	   1.396 	  0.1809 	 -0.1047
    23.80 	   1.395 	  0.1840 	 -0.1070
    24.00 	   1.393 	  0.1873 	 -0.1095
    24.20 	   1.391 	  0.1904 	 -0.1118
    24.40 	   1.389 	  0.1938 	 -0.1145
    24.60 	   1.387 	  0.1970 	 -0.1170
    24.80 	   1.387 	  0.1998 	 -0.1192
    25.00 	   1.385 	  0.2032 	 -0.1218
    25.20 	   1.382 	  0.2066 	 -0.1246
    25.40 	   1.380 	  0.2098 	 -0.1272
    25.60 	   1.379 	  0.2130 	 -0.1297
    25.80 	   1.379 	  0.2157 	 -0.1321
    26.00 	   1.375 	  0.2193 	 -0.1350
    26.20 	   1.371 	  0.2230 	 -0.1380
    26.40 	   1.369 	  0.2261 	 -0.1406
    26.60 	   1.371 	  0.2286 	 -0.1428
    26.80 	   1.368 	  0.2319 	 -0.1456
    27.00 	   1.363 	  0.2359 	 -0.1489
    27.20 	   1.360 	  0.2393 	 -0.1518

Re and corresponding polar
# Reynolds number (-)
5.000E+05
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -20.00 	  -0.881 	  0.1284 	 -0.0381
   -19.80 	  -0.882 	  0.1259 	 -0.0391
   -19.60 	  -0.884 	  0.1230 	 -0.0402
   -19.40 	  -0.886 	  0.1203 	 -0.0412
   -19.20 	  -0.889 	  0.1175 	 -0.0422
   -19.00 	  -0.891 	  0.1148 	 -0.0431
   -18.80 	  -0.894 	  0.1120 	 -0.0441
   -18.60 	  -0.899 	  0.1089 	 -0.0452
   -18.40 	  -0.901 	  0.1063 	 -0.0460
   -18.20 	  -0.908 	  0.1031 	 -0.0471
   -18.00 	  -0.914 	  0.0999 	 -0.0481
   -17.80 	  -0.919 	  0.0969 	 -0.0490
   -17.60 	  -0.927 	  0.0936 	 -0.0501
   -17.40 	  -0.934 	  0.0904 	 -0.0510
   -17.20 	  -0.945 	  0.0869 	 -0.0521
   -17.00 	  -0.954 	  0.0837 	 -0.0530
   -16.80 	  -0.966 	  0.0800 	 -0.0541
   -16.60 	  -0.977 	  0.0766 	 -0.0550
   -16.40 	  -0.992 	  0.0728 	 -0.0560
   -16.20 	  -1.006 	  0.0692 	 -0.0569
   -16.00 	  -1.023 	  0.0653 	 -0.0579
   -15.80 	  -1.039 	  0.0616 	 -0.0587
   -15.60 	  -1.056 	  0.0579 	 -0.0594
   -15.40 	  -1.076 	  0.0539 	 -0.0601
   -15.20 	  -1.093 	  0.0506 	 -0.0605
   -15.00 	  -1.116 	  0.0467 	 -0.0609
   -14.80 	  -1.134 	  0.0435 	 -0.0609
   -14.60 	  -1.155 	  0.0403 	 -0.0607
   -14.40 	  -1.174 	  0.0374 	 -0.0601
   -14.20 	  -1.190 	  0.0348 	 -0.0594
   -14.00 	  -1.210 	  0.0321 	 -0.0583
   -13.80 	  -1.227 	  0.0298 	 -0.0570
   -13.60 	  -1.237 	  0.0278 	 -0.0561
   -13.40 	  -1.227 	  0.0256 	 -0.0594
   -13.20 	  -1.212 	  0.0239 	 -0.0623
   -13.00 	  -1.194 	  0.0226 	 -0.0649
   -12.80 	  -1.183 	  0.0211 	 -0.0670
   -12.60 	  -1.168 	  0.0199 	 -0.0687
   -12.40 	  -1.145 	  0.0192 	 -0.0707
   -12.20 	  -1.121 	  0.0183 	 -0.0730
   -12.00 	  -1.095 	  0.0178 	 -0.0751
   -11.80 	  -1.067 	  0.0174 	 -0.0769
   -11.60 	  -1.049 	  0.0170 	 -0.0771
   -11.40 	  -1.030 	  0.0165 	 -0.0773
   -11.20 	  -1.006 	  0.0162 	 -0.0783
   -11.00 	  -0.979 	  0.0159 	 -0.0796
   -10.80 	  -0.952 	  0.0156 	 -0.0811
   -10.60 	  -0.923 	  0.0153 	 -0.0827
   -10.40 	  -0.894 	  0.0150 	 -0.0844
   -10.20 	  -0.881 	  0.0148 	 -0.0829
   -10.00 	  -0.857 	  0.0145 	 -0.0835
    -9.80 	  -0.830 	  0.0143 	 -0.0846
    -9.60 	  -0.802 	  0.0140 	 -0.0860
    -9.40 	  -0.772 	  0.0138 	 -0.0875
    -9.30 	  -0.757 	  0.0137 	 -0.0883
    -9.00 	  -0.735 	  0.0134 	 -0.0864
    -8.80 	  -0.708 	  0.0131 	 -0.0874
    -8.60 	  -0.691 	  0.0129 	 -0.0865
    -8.40 	  -0.668 	  0.0126 	 -0.0867
    -8.20 	  -0.640 	  0.0124 	 -0.0878
    -8.00 	  -0.615 	  0.0122 	 -0.0884
    -7.80 	  -0.580 	  0.0120 	 -0.0909
    -7.60 	  -0.546 	  0.0118 	 -0.0931
    -7.40 	  -0.509 	  0.0116 	 -0.0959
    -7.20 	  -0.476 	  0.0114 	 -0.0981
    -7.00 	  -0.447 	  0.0113 	 -0.0993
    -6.80 	  -0.423 	  0.0112 	 -0.0996
    -6.60 	  -0.400 	  0.0111 	 -0.0997
    -6.40 	  -0.378 	  0.0111 	 -0.0996
    -6.20 	  -0.357 	  0.0111 	 -0.0994
    -6.00 	  -0.335 	  0.0110 	 -0.0993
    -5.80 	  -0.313 	  0.0110 	 -0.0991
    -5.60 	  -0.291 	  0.0110 	 -0.0990
    -5.40 	  -0.270 	  0.0109 	 -0.0988
    -5.20 	  -0.247 	  0.0109 	 -0.0987
    -5.00 	  -0.226 	  0.0109 	 -0.0986
    -4.80 	  -0.203 	  0.0109 	 -0.0985
    -4.60 	  -0.181 	  0.0108 	 -0.0984
    -4.40 	  -0.159 	  0.0108 	 -0.0984
    -4.20 	  -0.137 	  0.0108 	 -0.0984
    -4.00 	  -0.114 	  0.0108 	 -0.0983
    -3.80 	  -0.092 	  0.0107 	 -0.0983
    -3.60 	  -0.069 	  0.0107 	 -0.0982
    -3.40 	  -0.047 	  0.0107 	 -0.0982
    -3.20 	  -0.024 	  0.0108 	 -0.0981
    -3.00 	  -0.001 	  0.0107 	 -0.0982
    -2.80 	   0.021 	  0.0107 	 -0.0982
    -2.60 	   0.044 	  0.0107 	 -0.0982
    -2.40 	   0.067 	  0.0107 	 -0.0982
    -2.20 	   0.089 	  0.0107 	 -0.0981
    -2.00 	   0.112 	  0.0107 	 -0.0982
    -1.80 	   0.135 	  0.0107 	 -0.0981
    -1.60 	   0.158 	  0.0108 	 -0.0981
    -1.40 	   0.181 	  0.0108 	 -0.0981
    -1.20 	   0.203 	  0.0108 	 -0.0981
    -1.00 	   0.227 	  0.0108 	 -0.0982
    -0.80 	   0.249 	  0.0108 	 -0.0981
    -0.60 	   0.272 	  0.0108 	 -0.0981
    -0.40 	   0.295 	  0.0109 	 -0.0981
    -0.20 	   0.317 	  0.0109 	 -0.0980
    -0.00 	   0.340 	  0.0109 	 -0.0980
